D_affect,P,N,Qualite,Horaire,Type,R,Jour,Arrêt,Placement,Jr_pl
26-Nov-22,156J,2067N,,Jour,,,6,15-Jan-23,,
28-Nov-22,344J,2067N,,Jour,,922761526,6,18-Jan-23,,
25-Nov-22,4645,922762324,,Jour,,6440,7,,,
24-Nov-22,204N,438N,,Nuit,,922762329,1,18-Dec-22,,
24-Nov-22,3303,7564,,Nuit,,922762329,4,18-Mar-23,,
24-Nov-22,3586,10062,,Jour,,922762329,6,26-Dec-22,,
24-Nov-22,3592,922761890,,Nuit,,922762329,3,10-Jan-23,,
24-Nov-22,4817,7576,,Jour,,922762329,7,18-Mar-23,,
24-Nov-22,4874,922761496,,Nuit,,922760986,1,07-Dec-22,,
24-Nov-22,4548,6609,,Nuit,,922760986,3,07-Dec-22,,
24-Nov-22,4943,2067N,,Jour,,922760986,6,07-Dec-22,,
24-Nov-22,4943,2067N,,Jour,,922760986,7,07-Dec-22,,
24-Nov-22,4445,1724N,,Nuit,,922760986,4,07-Dec-22,,
24-Nov-22,5060,912N,,Nuit,,922760986,2,07-Dec-22,,
24-Nov-22,4617,922762320,,Nuit,,,,,,
24-Nov-22,4616,922762236,,Jour,,922762254,7,08-May-23,,
24-Nov-22,4316,922760141,,Nuit,,,,,,
24-Nov-22,4617,7774,,Nuit,,,3,,,
24-Nov-22,4617,922762322,,Nuit,,,,30-May-23,,
24-Nov-22,4616,2067N,,Jour,,,,25-Nov-22,,
24-Nov-22,4616,922762238,,Jour,,922762254,6,,,
02-Nov-22,4574,9978,,Nuit,,922762317,5,01-Dec-22,,
02-Nov-22,4574,922762316,,Nuit,,922762317,6,01-Dec-22,,
02-Nov-22,4574,9061,,Nuit,,922762317,4,01-Dec-22,,
02-Nov-22,4574,374N,,Nuit,,922762317,7,01-Dec-22,,
30-Nov-22,4N,922761488,,Nuit,,10343,4,16-Dec-22,,
30-Nov-22,604J,2067N,,Jour,,,,20-Apr-23,,
02-Nov-22,5058,922760933,,Nuit,,922761624,4,,,
02-Nov-22,5058,10365,,Nuit,,,,,,
17-Nov-22,5059,9405,,Jour,,922761624,2,05-Jul-23,,
29-Nov-22,5081,2067N,,Jour,,,,30-Nov-22,,
29-Nov-22,5081,2067N,,Jour,,,,30-Nov-22,,
29-Nov-22,5082,2067N,,Nuit,,,,30-Nov-22,,
29-Nov-22,5082,2067N,,Nuit,,,,18-Dec-22,,
29-Nov-22,5083,922762296,,Jour,,,,05-Feb-23,,
29-Nov-22,5084,2067N,,Nuit,,,,30-Nov-22,,
29-Nov-22,1035N,922762000,,Nuit,,201327564,1,30-Nov-22,,
28-Nov-22,4128,922761013,,Nuit,,922762289,5,,,
29-Nov-22,243J,922760826,,Jour,,,,,,
29-Nov-22,597N,922762068,,Nuit,,922762289,6,05-May-23,,
29-Nov-22,597N,1186N,,Nuit,,922762289,7,,,
01-Dec-22,5085,922762197,,Jour,,,,06-Dec-22,,
01-Dec-22,5086,5488,,Nuit,,,,07-Jan-23,,
01-Dec-22,1035N,201328221,,Nuit,,201327564,1,,,
28-Nov-22,4047,922760364,,Jour,,10363,6,07-Jun-23,,
28-Nov-22,367J,2067N,,Jour,,,,04-Dec-22,,
02-Nov-22,4787,922760649,,Jour,,922761962,7,19-Dec-22,,
01-Dec-22,93J,922759707,,Jour,,,6,,,
01-Dec-22,93J,922762061,,Jour,,1557J,5,,,
01-Dec-22,93J,201328269,,Jour,,922761736,6,,,
01-Dec-22,171J,320J,,Jour,,,6,28-Jan-23,,
01-Dec-22,3067,9833,,Jour,,8781,6,12-Jan-23,,
01-Dec-22,118J,767J,,Jour,,9422,2,15-Jan-23,,
01-Dec-22,2003,916J,,Jour,,357N,7,01-Jul-23,,
01-Dec-22,3264,2067N,,Jour,,922761978,2,11-Feb-23,,
01-Dec-22,5037,2067N,,Jour,,922762113,6,05-Jan-23,,
01-Dec-22,197J,922761941,,Jour,,922759858,6,07-Jan-23,,
01-Dec-22,300J,922760389,,Jour,,,6,08-May-23,,
01-Dec-22,2652,922762268,,Jour,,530J,6,28-Feb-23,,
01-Dec-22,3320,922762153,,Jour,,922761503,5,,,
01-Dec-22,344J,922762344,,Jour,,922761526,,01-Feb-23,,
01-Dec-22,4961,922762206,,Jour,,,,,,
01-Dec-22,710N,9150,,Nuit,,922760469,3,15-Feb-23,,
01-Dec-22,4958,1127N,,Nuit,,739N,3,,,
01-Dec-22,4632,1015N,,Nuit,,922762214,3,,,
18-Nov-22,4605,763N,,Nuit,,922761080,1,28-Jan-23,,
18-Nov-22,5042,922762121,,Nuit,,922761080,2,28-Jan-23,,
18-Nov-22,170N,4730,,Nuit,,922761080,3,28-Jan-23,,
29-Nov-22,3590,922761015,,Nuit,,,1,04-Dec-22,,
29-Nov-22,3590,958N,,Nuit,,,4,###############################################################################################################################################################################################################################################################,,
29-Nov-22,3609,676J,,Jour,,,6,04-Dec-22,,
29-Nov-22,3222,922760497,,Nuit,,,3,04-Dec-22,,
29-Nov-22,3222,9574,,Nuit,,,2,04-Dec-22,,
29-Nov-22,2166,8712,,Jour,,,7,04-Dec-22,,
30-Nov-22,450N,9751,,Nuit,,1490N,2,18-Dec-22,,
01-Dec-22,924N,201327520,,Nuit,,4825,4,01-Dec-22,,
01-Dec-22,2825,7226,,Nuit,,693N,4,19-Dec-22,,
02-Dec-22,895N,8548,,Nuit,,9295,1,21-Dec-22,,
29-Nov-22,410N,922760169,,Nuit,,396J,4,05-Jun-23,,
02-Dec-22,490N,2067N,,Nuit,,,,19-Dec-22,,
02-Dec-22,337N,5405,,Nuit,,922760686,3,21-Dec-22,,
02-Dec-22,858J,922762097,,Jour,,8687,7,15-Dec-22,,
26-Nov-22,3471,611N,,Nuit,,5060,2,27-Jan-23,,
26-Nov-22,3471,922759991,,Nuit,,5060,1,23-Dec-22,,
26-Nov-22,3472,759J,,Jour,,5060,7,,,
26-Nov-22,3472,5633,,Jour,,5060,6,,,
26-Nov-22,3472,922761729,,Jour,,5060,4,15-Dec-22,,
26-Nov-22,3472,9745,,Jour,,5060,5,24-Apr-23,,
01-Dec-22,629J,397J,,Jour,,922761360,7,14-Feb-23,,
01-Dec-22,749J,1695J,,Jour,,396J,7,,,
21-Nov-22,4682,922760203,,Jour,,,6,10-Dec-22,,
28-Nov-22,820N,922760455,,Nuit,,922761628,3,15-Dec-22,,
14-Nov-22,28J,8010,,Jour,,201327690,6,,,
01-Dec-22,5086,922762338,,Nuit,,,3,26-Dec-22,,
02-Dec-22,4838,302N,,Nuit,,319J,1,,,
01-Dec-22,4838,8613,,Nuit,,319J,2,,,
01-Dec-22,5082,674N,,Nuit,,,,07-Mar-23,,
01-Dec-22,4428,2067N,,Nuit,,6275,1,01-Dec-22,,
01-Dec-22,4428,2067N,,Nuit,,6275,2,01-Dec-22,,
02-Dec-22,2475,922762353,,Nuit,,,,18-Jan-23,,
01-Dec-22,4312,8294,,Nuit,,7707,4,10-May-23,,
01-Dec-22,3777,1109N,,Nuit,,1339N,4,20-Feb-23,,
02-Dec-22,924N,201327520,,Nuit,,922762221,4,07-Jan-23,,
01-Dec-22,37N,686N,,Nuit,,5890,1,12-Jan-23,,
02-Dec-22,4923,1755N,,Nuit,,8679,3,14-Jun-23,739N,4
02-Dec-22,3348,8949,,Jour,,201328136,1,23-Dec-22,,
02-Dec-22,3006,6356,,Nuit,,,1,05-Feb-23,,
02-Dec-22,3954,201327887,,Nuit,,922761974,4,20-Jan-23,,
02-Dec-22,5062,922760025,,Nuit,,922762321,4,,,
27-Nov-22,4018,6351,,Jour,,922760756,7,15-Dec-22,,
05-Dec-22,2503,1113J,,Nuit,,922760358,3,,,
08-Dec-22,4675,1065N,,Nuit,,,5,20-Jan-23,,
08-Dec-22,4050,1744N,,Nuit,,,4,28-Jan-23,,
08-Dec-22,4709,922761917,,Nuit,,,6,20-Mar-23,,
08-Dec-22,4709,922762046,,Nuit,,,3,07-Jan-23,,
08-Dec-22,4709,922762128,,Nuit,,,2,20-Jan-23,,
08-Dec-22,711N,922761966,,Nuit,,,1,20-Jan-23,,
05-Dec-22,680N,2067N,,Nuit,,2074N,1,06-Dec-22,,
08-Dec-22,485J,201328272,,Nuit,,8844,1,31-Dec-22,,
08-Dec-22,2977,201327888,,Nuit,,922762384,1,19-Mar-23,,
08-Dec-22,4052,201328082,,Nuit,,922762384,6,19-Mar-23,,
08-Dec-22,4052,922759683,,Nuit,,922762384,5,10-Feb-23,,
08-Dec-22,4048,201328093,,Nuit,,922762384,3,19-Mar-23,,
08-Dec-22,4048,922762263,,Nuit,,922762384,2,19-Mar-23,,
08-Dec-22,4071,4966,,Nuit,,922762384,4,19-Mar-23,,
08-Dec-22,2359,2067N,,Jour,,9631,6,10-Dec-22,,
07-Dec-22,3904,201328158,,Jour,,922761497,7,13-Dec-22,,
08-Dec-22,4737,2067N,,Jour,,922761326,5,11-Dec-22,,
04-Dec-22,118J,922759690,,Jour,,9422,1,23-Dec-22,,
07-Dec-22,2003,2067N,,Jour,,,,24-Dec-22,,
04-Dec-22,887N,922760710,,Nuit,,6865,6,,,
06-Dec-22,2475,2067N,,Nuit,,,,24-Dec-22,,
06-Dec-22,2692,922762418,,Jour,,,,29-Jan-23,,
07-Dec-22,227N,2067N,,Nuit,,922760440,4,02-Jan-23,,
08-Dec-22,4065,,,Jour,,,7,26-Dec-22,,
07-Dec-22,177J,543J,,Jour,,1036N,6,,,
09-Dec-22,200N,2227N,,Nuit,,922760721,3,27-Dec-22,,
10-Dec-22,96J,922760133,,Jour,,90N,6,28-Dec-22,,
02-Dec-22,48N,2067N,,Nuit,,,,06-Dec-22,,
08-Dec-22,4863,2067N,,Jour,,922762221,7,03-Jan-23,,
09-Dec-22,4822,2067N,,Nuit,,258N,1,10-Dec-22,,
09-Dec-22,36N,2067N,,Nuit,,4703,2,11-Dec-22,,
09-Dec-22,4921,922762370,,Nuit,,922761943,1,12-Apr-23,,
09-Dec-22,504N,922762366,,Nuit,,116N,5,25-Jun-23,,
09-Dec-22,767N,922762376,,Nuit,,,,18-Mar-23,,
09-Dec-22,778N,922762367,,Nuit,,6806,3,,,
09-Dec-22,604N,922761725,,Nuit,,,1,27-Mar-23,,
09-Dec-22,741N,922762417,,Nuit,,,2,21-Mar-23,,
09-Dec-22,4305,922760022,,Nuit,,,3,09-Mar-23,,
09-Dec-22,3807,922762373,,Nuit,,9057,1,25-Dec-22,,
09-Dec-22,4861,2067N,,Jour,,,5,10-Dec-22,,
09-Dec-22,4776,2067N,,Jour,,9133,6,12-Dec-22,,
09-Dec-22,124N,2067N,,Nuit,,5548,3,13-Dec-22,,
08-Dec-22,4671,922762362,,Jour,,922761669,7,09-Mar-23,,
07-Dec-22,680N,922762356,,Nuit,,2074N,1,20-Dec-22,,
08-Dec-22,4669,922762354,,Nuit,,5298,2,11-Feb-23,,
06-Dec-22,2829,922762351,,Nuit,,,,,,
06-Dec-22,4128,922762350,,Nuit,,922760831,3,18-Dec-22,,
10-Dec-22,5090,922762377,,Nuit,,,,26-Dec-22,,
10-Dec-22,5091,2067N,,Jour,,,,12-Dec-22,,
10-Dec-22,5092,2067N,,Nuit,,,,11-Dec-22,,
10-Dec-22,5093,2067N,,Jour,,,,10-Dec-22,,
10-Dec-22,5094,922762374,,Nuit,,,,09-Jan-23,,
10-Dec-22,5095,2067N,,Jour,,,,12-Dec-22,,
13-Dec-22,249N,2067N,,Nuit,,922761302,1,15-Dec-22,,
13-Dec-22,249N,2067N,,Nuit,,922761302,4,14-Dec-22,,
12-Dec-22,5004,922761992,,Jour,,9280,7,14-Feb-23,,
11-Dec-22,4266,922762454,,Nuit,,566N,4,23-Feb-23,,
11-Dec-22,621J,6698,,Jour,,9280,6,01-Jan-22,,
11-Dec-22,4498,922760423,,Jour,,6440,6,26-Dec-22,,
10-Dec-22,338N,2067N,,Nuit,,8081,3,15-Dec-22,,
11-Dec-22,4557,922762361,,Nuit,,2231N,4,,,
11-Dec-22,3183,2067N,,Nuit,,922761784,2,12-Dec-22,,
09-Dec-22,549N,2067N,,Nuit,,922762179,2,10-Dec-22,,
09-Dec-22,4412,2067N,,Nuit,,922760007,2,10-Dec-22,,
09-Dec-22,682N,2067N,,Nuit,,10011,3,10-Mar-23,,
11-Dec-22,4822,922761172,,Nuit,,258N,1,04-Jul-23,,
05-Dec-22,207N,458N,,Nuit,,922760440,1,,,
08-Dec-22,2583,773J,,Nuit,,6168,6,,,
12-Dec-22,3938,201328337,,Jour,,201327550,7,,,
12-Dec-22,3938,8228,,Jour,,749N,6,11-Apr-23,,
12-Dec-22,4752,922761228,,Jour,,922762001,3,,,
06-Dec-22,4709,922762349,,Nuit,,,,06-Jan-23,,
01-Nov-22,5096,922762363,,Jour,,,,10-Jun-23,,
09-Dec-22,5097,922762386,,Jour,,,,25-Jan-23,,
10-Dec-22,101N,8248,,Nuit,,2202N,3,28-Dec-22,,
12-Dec-22,477J,922761032,,Jour,,1799N,6,13-Dec-22,,
12-Dec-22,2392,201327676,,Jour,,922759772,7,12-Apr-23,,
03-Nov-22,38J,9618,,Jour,,693N,6,30-Jan-23,,
11-Dec-22,4682,922761091,,Jour,,,6,,,
13-Dec-22,3876,537J,,Jour,,922760203,1,02-Jan-23,922760203,2
13-Dec-22,4501,1915N,,Nuit,,922760203,3,02-Jan-23,,
13-Dec-22,159N,687N,,Nuit,,922760203,4,02-Jan-23,,
12-Dec-22,4979,922760227,,Nuit,,1339N,1,31-Dec-22,,
03-Dec-22,4379,1193N,,Nuit,,922762162,2,31-Jan-23,,
10-Dec-22,3913,9075,,Jour,,,6,,,
12-Dec-22,305J,922761958,,Jour,,1625J,6,30-Dec-22,,
11-Dec-22,205J,9825,,Jour,,,7,,,
12-Dec-22,4459,2067N,,Jour,,9053,7,30-Dec-22,,
08-Dec-22,495N,909N,,Nuit,,201327475,1,08-Jan-23,,
07-Dec-22,5005,2067N,,Nuit,,,2,11-Dec-22,,
09-Dec-22,5006,2067N,,Jour,,,5,14-Dec-22,,
11-Dec-22,4900,10230,,Jour,,8489,6,30-Dec-22,,
14-Dec-22,477J,5792,,Jour,,1799N,6,30-Dec-22,,
13-Dec-22,98N,922761032,,Nuit,,201328190,1,02-Jan-23,1483N,2
13-Dec-22,3462,2067N,,Jour,,,7,14-Jan-22,,
13-Dec-22,57N,922759830,,Nuit,,8536,2,14-Dec-22,,
10-Dec-22,4951,690N,,Nuit,,8537,2,06-Feb-23,,
13-Dec-22,4529,922761192,,Nuit,,739N,2,31-Dec-22,,
14-Dec-22,490N,2067N,,Nuit,,,,22-Feb-23,,
14-Dec-22,560J,1191J,,Jour,,,4,16-Dec-22,,
14-Dec-22,4181,922760184,,Jour,,,5,16-Dec-22,,
14-Dec-22,399J,842J,,Jour,,,6,16-Dec-22,,
14-Dec-22,2466,922760489,,Nuit,,,1,16-Dec-22,,
14-Dec-22,4998,922761489,,Jour,,,3,16-Dec-22,,
14-Dec-22,4972,6789,,Jour,,,7,16-Dec-22,,
14-Dec-22,3917,922762094,,Nuit,,839J,2,20-Jan-23,,
14-Dec-22,3917,10198,,Nuit,,839J,1,20-Jan-23,,
14-Dec-22,3918,201327738,,Jour,,839J,7,20-Jan-23,,
14-Dec-22,3918,8393,,Jour,,839J,6,04-Jan-23,,
14-Dec-22,3520,6577,,Nuit,,839J,4,10-Jan-23,,
14-Dec-22,3520,1423J,,Nuit,,839J,3,10-Jan-23,,
13-Dec-22,4520,2067N,,Jour,,922761827,6,14-Dec-22,,
13-Dec-22,564J,883J,,Jour,,,4,14-Dec-22,,
13-Dec-22,733J,7496,,Jour,,,5,14-Feb-23,,
13-Dec-22,73J,922760437,,Jour,,,2,14-Dec-22,,
13-Dec-22,4680,922761769,,Jour,,,1,06-Jan-23,,
13-Dec-22,486J,10322,,Jour,,,3,28-Feb-23,,
13-Dec-22,4790,922761374,,Jour,,,6,18-Feb-23,,
07-Dec-22,7J,922762360,,Jour,,922760145,2,07-Jan-23,,
07-Dec-22,398N,922761705,,Nuit,,922762357,1,04-Feb-23,,
07-Dec-22,398N,922761406,,Nuit,,922762357,4,12-Apr-23,,
07-Dec-22,398N,922762347,,Nuit,,922762357,2,10-Jan-23,,
07-Dec-22,48N,7928,,Nuit,,922762357,3,12-Apr-23,,
07-Dec-22,48N,1660J,,Nuit,,,,31-Jan-23,,
14-Dec-22,4519,922762375,,Nuit,,922761827,4,09-May-23,,
27-Nov-22,4018,250J,,Jour,,922760756,6,15-Dec-22,,
27-Nov-22,4011,9112,,Nuit,,922760756,4,15-Dec-22,,
27-Nov-22,4011,201328020,,Nuit,,922760756,3,15-Dec-22,,
27-Nov-22,4017,5856,,Nuit,,922760756,1,15-Dec-22,,
27-Nov-22,4017,201328019,,Nuit,,922760756,2,15-Dec-22,,
02-Dec-22,5087,9570,,Nuit,,,,18-Feb-23,,
02-Dec-22,5087,7870,,Nuit,,,,12-Feb-23,,
02-Dec-22,5088,922760306,,Jour,,,,15-Jan-23,,
02-Dec-22,846N,922761113,,Nuit,,,1,20-Jan-23,,
02-Dec-22,5046,6059,,Nuit,,922762076,4,31-Dec-22,,
02-Dec-22,682N,922762299,,Nuit,,9865,2,11-Mar-23,,
02-Dec-22,939N,922760283,,Nuit,,922761871,4,08-Feb-23,,
02-Dec-22,4607,9943,,Nuit,,922761871,2,08-Feb-23,,
02-Dec-22,581N,1050N,,Nuit,,922761871,1,08-Feb-23,,
02-Dec-22,4485,9898,,Jour,,922761871,7,08-Feb-23,,
02-Dec-22,3220,8296,,Jour,,,7,10-Jan-23,,
02-Dec-22,3450,922761615,,Jour,,,6,05-Apr-23,,
02-Dec-22,4549,922761786,,Jour,,922761871,6,08-Feb-23,,
02-Dec-22,36J,922759745,,Jour,,,6,05-Feb-23,,
02-Dec-22,3759,922762064,,Jour,,922760145,6,05-Feb-23,,
02-Dec-22,4633,922762089,,Nuit,,2090N,1,15-Apr-23,,
02-Dec-22,4633,922761452,,Nuit,,2090N,3,15-Apr-23,,
02-Dec-22,504N,922762259,,Nuit,,922759858,1,,,
02-Dec-22,3301,9344,,Nuit,,922759858,3,,,
02-Dec-22,168J,2067N,,Jour,,922762270,2,14-Mar-23,,
02-Dec-22,4921,922762000,,Nuit,,,,10-Jan-23,,
03-Dec-22,466N,5277,,Nuit,,9444,4,28-Feb-23,,
02-Dec-22,4347,922760120,,Jour,,922761954,7,14-Feb-23,,
05-Dec-22,4666,922760987,,Jour,,9172,1,31-Mar-23,,
05-Dec-22,868J,922760871,,Jour,,9172,6,07-Jan-23,,
05-Dec-22,4728,922761265,,Jour,,9172,5,31-Mar-23,,
05-Dec-22,346J,903N,,Jour,,9172,2,31-Mar-23,,
05-Dec-22,2425,922760414,,Jour,,9172,4,25-Mar-23,,
05-Dec-22,4380,922760764,,Jour,,9172,7,14-Dec-22,,
04-Dec-22,2059,922760991,,Nuit,,216J,2,23-Dec-22,,
05-Dec-22,3971,201327620,,Nuit,,201327406,4,24-Dec-22,,
05-Dec-22,3971,10259,,Nuit,,201327406,3,24-Dec-22,,
05-Dec-22,3506,791J,,Jour,,201327406,6,24-Dec-22,,
05-Dec-22,3507,7348,,Nuit,,201327406,1,24-Dec-22,,
05-Dec-22,3507,9829,,Nuit,,201327406,2,24-Dec-22,,
05-Dec-22,3970,5390,,Jour,,201327406,7,24-Dec-22,,
06-Dec-22,3273,8595,,Jour,,1245N,6,25-Dec-22,,
06-Dec-22,443J,8805,,Jour,,1001J,5,24-Dec-22,,
05-Dec-22,655N,8535,,Nuit,,1001J,3,,,
05-Dec-22,2583,2067N,,Nuit,,6168,6,07-Dec-22,,
06-Dec-22,4927,252J,,Jour,,,,06-Jun-23,,
06-Dec-22,353J,2067N,,Jour,,9865,7,08-Apr-23,,
01-Dec-22,344J,2067N,,Jour,,922761526,2,26-Dec-22,,
06-Dec-22,4127,4859,,Nuit,,10011,4,22-Dec-22,,
06-Dec-22,4669,6354,,Nuit,,5298,2,07-Dec-22,,
06-Dec-22,5005,4992,,Nuit,,922762083,3,06-Dec-22,,
06-Dec-22,5034,922762086,,Jour,,922761362,6,,,
05-Dec-22,367J,922762065,,Jour,,,,05-Dec-22,,
06-Dec-22,4552,9761,,Nuit,,5734,3,26-Mar-23,,
05-Dec-22,4924,1100J,,Jour,,8679,6,,8679,7
08-Dec-22,3989,922761825,,Jour,,201327775,7,16-Dec-22,7860,1
06-Dec-22,638J,8619,,Nuit,,,2,,,
06-Dec-22,5028,922762348,,Nuit,,4703,7,20-Jan-23,,
06-Dec-22,4651,922760780,,Nuit,,,7,07-Feb-23,,
06-Dec-22,4651,922760975,,Nuit,,,4,19-Dec-22,,
06-Dec-22,4651,922760951,,Nuit,,,5,,,
06-Dec-22,4651,201327545,,Nuit,,,6,,,
06-Dec-22,409N,922762164,,Nuit,,,1,20-Feb-23,,
06-Dec-22,394N,201327594,,Nuit,,,2,20-Jun-23,,
02-Dec-22,866J,922762117,,Jour,,8448,7,,,
02-Dec-22,866J,922762042,,Jour,,8448,6,08-May-23,,
02-Dec-22,263N,2062N,,Nuit,,8448,4,,,
02-Dec-22,263N,922760651,,Nuit,,8448,2,12-May-23,,
02-Dec-22,263N,972N,,Nuit,,8448,3,,,
02-Dec-22,341N,2282N,,Nuit,,8448,1,01-Jan-23,,
06-Dec-22,3913,1937J,,Jour,,,,09-Dec-22,,
06-Dec-22,875N,922762160,,Nuit,,,1,05-Feb-23,,
06-Dec-22,746N,922762175,,Nuit,,922762161,1,,,
14-Nov-22,4305,922760022,,Nuit,,9419,4,08-Dec-22,,
06-Dec-22,4154,5902,,Nuit,,922760587,3,11-Dec-22,,
02-Dec-22,4934,922762339,,Jour,,,2,25-Dec-22,,
06-Dec-22,4934,5225,,Jour,,922761847,2,15-Dec-22,,
06-Dec-22,367J,4820,,Jour,,,,22-Dec-22,,
06-Dec-22,367J,,,Jour,,,,27-Mar-23,,
05-Dec-22,4622,6465,,Jour,,,,25-Dec-22,,
03-Sep-22,5019,922762168,,Jour,,,6,26-Dec-22,,
06-Dec-22,52J,88J,,Jour,,,6,01-Jan-23,,
06-Dec-22,4675,922762272,,Nuit,,922761060,1,01-Jun-23,,
01-Dec-22,5081,922762335,,Jour,,,,09-Jan-23,,
01-Dec-22,5081,922762336,,Jour,,,,16-Dec-22,,
01-Dec-22,5084,922762343,,Nuit,,,2,05-Feb-23,,
06-Dec-22,5089,922762323,,Nuit,,,,12-Jan-23,,
07-Dec-22,2752,5907,,Nuit,,201327543,3,08-Dec-22,,
07-Dec-22,2829,922762352,,Nuit,,,4,15-Dec-22,,
07-Dec-22,3913,5332,,Jour,,,1,10-Dec-22,,
07-Dec-22,3935,601N,,Jour,,,7,13-Dec-22,,
07-Dec-22,4927,1129J,,Jour,,,5,10-Dec-22,,
07-Dec-22,5085,7857,,Jour,,,,18-Feb-23,,
07-Dec-22,22N,922761746,,Nuit,,,6,25-Dec-22,,
05-Dec-22,3590,922761015,,Nuit,,9026,1,,,
05-Dec-22,3222,9574,,Nuit,,9026,2,14-Feb-23,,
05-Dec-22,3222,922760497,,Nuit,,9026,3,,,
05-Dec-22,3590,958N,,Nuit,,9026,4,,,
05-Dec-22,3609,676J,,Jour,,9026,6,10-Jun-23,,
05-Dec-22,2166,8712,,Jour,,9026,7,10-Jan-23,,
07-Dec-22,3212,922762358,,Nuit,,9057,4,17-Apr-23,,
07-Dec-22,180N,1003N,,Nuit,,,1,26-Dec-22,,
07-Dec-22,5005,922762019,,Nuit,,,2,06-Dec-22,,
07-Dec-22,5005,4992,,Nuit,,,3,25-Jan-23,,
07-Dec-22,5006,922762178,,Jour,,,5,08-Dec-22,,
08-Dec-22,3453,8856,,Nuit,,5788,2,07-Dec-22,,
04-Dec-22,3377,922760189,,Nuit,,1399J,3,23-Dec-22,,
07-Dec-22,4553,2036N,,Nuit,,922761497,2,25-Dec-22,,
07-Dec-22,4553,7236,,Nuit,,922761497,1,25-Dec-22,,
07-Dec-22,143J,7023,,Jour,,922761497,6,25-Dec-22,,
07-Dec-22,5000,922760962,,Nuit,,922761497,3,25-Dec-22,,
07-Dec-22,4999,922761022,,Jour,,,5,27-Mar-23,,
08-Dec-22,4345,9540,,Nuit,,8439,1,26-Dec-22,,
07-Dec-22,3315,1010N,,Nuit,,9308,3,31-Jan-23,,
08-Dec-22,3453,922761485,,Nuit,,5788,2,26-Dec-22,,
07-Dec-22,255J,2067N,,Jour,,922760563,5,13-Dec-22,,
05-Dec-22,2959,2067N,,Jour,,922761103,3,18-Dec-22,,
14-Dec-22,912J,922762398,,Nuit,,10254,4,,,
13-Dec-22,5098,276N,,Nuit,,,,02-Feb-23,,
13-Dec-22,5098,922759771,,Nuit,,922760007,4,13-Dec-22,,
14-Dec-22,5099,7563,,Jour,,922760007,6,14-Dec-22,,
13-Dec-22,203J,2067N,,Jour,,,7,25-Dec-22,,
13-Dec-22,203J,2067N,,Jour,,,,25-Dec-22,,
10-Dec-22,546J,922759785,,Jour,,10076,7,,,
09-Dec-22,3300,2067N,,Jour,,,4,09-Feb-23,,
02-Dec-22,4751,922761368,,Nuit,,,2,26-Dec-22,,
02-Dec-22,4604,922759698,,Nuit,,,1,26-Dec-22,,
09-Dec-22,2752,922762385,,Nuit,,201327543,3,31-Dec-22,,
11-Dec-22,549N,922762079,,Nuit,,922762179,2,30-Apr-23,,
11-Dec-22,3913,922762380,,Jour,,,5,,,
11-Dec-22,4927,922762379,,Jour,,922760752,6,01-Jan-23,,
11-Dec-22,4927,922762378,,Jour,,,5,,,
11-Dec-22,4927,922762369,,Jour,,,1,,,
11-Dec-22,4861,922762371,,Jour,,,5,,,
11-Dec-22,4412,922762368,,Nuit,,922760007,2,09-Jan-23,,
08-Dec-22,5022,9615,,Jour,,922762383,6,04-Feb-23,,
08-Dec-22,390N,213N,,Nuit,,922762383,7,25-Dec-22,,
08-Dec-22,5023,9746,,Nuit,,922762383,1,07-Jan-23,,
08-Dec-22,4647,201328160,,Nuit,,922762383,2,12-Jun-23,,
08-Dec-22,4077,7618,,Nuit,,922762383,3,07-Mar-23,,
08-Dec-22,503N,9680,,Nuit,,922762383,4,10-Feb-23,,
08-Dec-22,417N,201328129,,Nuit,,922762388,2,15-Feb-23,,
08-Dec-22,417N,922762012,,Nuit,,922762388,1,15-Feb-23,,
08-Dec-22,3814,5592,,Nuit,,922762388,4,15-Feb-23,,
08-Dec-22,4111,201328203,,Nuit,,922762388,3,15-Feb-23,,
08-Dec-22,4112,9743,,Jour,,922762388,7,15-Feb-23,,
08-Dec-22,3815,922762292,,Jour,,922762388,6,15-Feb-23,,
14-Dec-22,167J,427J,,Jour,,,7,,,
16-Dec-22,205J,922761261,,Jour,,8536,6,03-Jan-23,,
14-Dec-22,3904,5839,,Jour,,922761497,7,25-Dec-22,,
16-Dec-22,4891,201328158,,Jour,,5788,6,03-Jan-23,,
15-Dec-22,57N,922761209,,Nuit,,8536,2,31-Dec-22,,
07-Dec-22,4627,1100N,,Nuit,,9186,7,16-Jun-23,,
08-Dec-22,4874,922761496,,Nuit,,922762387,1,23-Jan-23,,
08-Dec-22,4548,6609,,Nuit,,922762387,3,15-Dec-22,,
08-Dec-22,4943,5907,,Jour,,922762387,6,15-Dec-22,,
08-Dec-22,4943,5207,,Jour,,922762387,7,15-Dec-22,,
08-Dec-22,4445,1724N,,Nuit,,922762387,4,15-Dec-22,,
08-Dec-22,5060,912N,,Nuit,,922762387,2,15-Dec-22,,
13-Dec-22,4535,922759771,,Nuit,,922760007,4,09-Jan-23,,
14-Dec-22,5098,5420,,Nuit,,,4,15-Dec-22,,
13-Dec-22,4534,7563,,Jour,,922760007,6,10-Jan-23,,
15-Dec-22,5099,5358,,Jour,,,6,21-Dec-22,,
16-Dec-22,3066,201327592,,Nuit,,,3,16-Feb-23,,
