D_affect,P,N,Qualite,Horaire,Type,R,Jour,Arrêt,Placement,Jr_pl
10-Mar-22,473N,9123,,Nuit,,201328237,2,15-Jun-22,,
10-Mar-22,473N,922760510,,Nuit,,201328237,3,,,
10-Mar-22,215N,947N,,Nuit,,201328237,5,,,
10-Mar-22,3334,922761079,,Jour,,201328237,7,,,
10-Mar-22,184J,10452,,Jour,,1700J,4,28-Apr-22,,
18-Mar-22,4430,922760151,,Jour,,1399J,6,05-Apr-22,,
07-Mar-22,4445,5585,,Nuit,,922761057,4,21-Mar-22,,
07-Mar-22,4548,6609,,Nuit,,922761057,3,21-Mar-22,,
07-Mar-22,4476,922760801,,Nuit,,922761057,6,21-Mar-22,,
07-Mar-22,192J,2067N,,Jour,,922761057,7,21-Mar-22,,
18-Mar-22,4744,2067N,,Nuit,,,,28-May-22,,
17-Mar-22,4734,8722,,Nuit,,9419,3,25-Aug-22,,
18-Mar-22,4259,922759931,,Nuit,,,2,01-May-22,,
11-Mar-22,4501,922760239,,Nuit,,1100J,2,25-Apr-22,1100J,3
17-Mar-22,4858,922761400,,Nuit,,9453,4,20-Jun-22,,
17-Mar-22,4859,922761446,,Nuit,,7826,4,09-Apr-22,,
17-Mar-22,4838,674N,,Nuit,,319J,4,24-Apr-22,,
17-Mar-22,4838,5488,,Nuit,,9374,3,05-Apr-22,,
14-Mar-22,525N,922761467,,Nuit,,,6,28-May-22,,
18-Mar-22,557N,922761476,,Nuit,,1740N,1,05-Apr-22,,
17-Mar-22,28J,922761461,,Jour,,,7,12-Jun-22,,
08-Mar-22,4053,922761451,,Jour,,7572,3,,,
13-Mar-22,4445,922761420,,Nuit,,6458,3,18-May-22,,
04-Mar-22,4833,922761442,,Nuit,,,,22-May-22,,
16-Mar-22,4196,201328101,,Nuit,,922761033,1,,,
17-Mar-22,682N,922761123,,Nuit,,378J,3,27-Mar-22,,
22-Mar-22,912J,10357,,Nuit,,10254,3,08-Apr-23,,
03-Mar-22,2741,7328,,Nuit,,,1,13-May-22,,
17-Mar-22,4781,10387,,Nuit,,9248,4,18-Mar-22,,
21-Mar-22,4264,922761465,,Nuit,,,4,01-Aug-22,,
22-Mar-22,3411,2067N,,Nuit,,201327550,3,23-Mar-22,,
22-Mar-22,394N,201327594,,Nuit,,,2,26-Oct-22,,
22-Mar-22,4161,922760974,,Nuit,,,7,25-Apr-22,,
22-Mar-22,4174,922761121,,Nuit,,,2,18-Jul-22,,
22-Mar-22,4578,2067N,,Nuit,,201327419,1,23-Mar-22,,
22-Mar-22,83N,922761484,,Nuit,,4703,1,26-Sep-22,,
22-Mar-22,2889,922760402,,Jour,,7598,5,,,
22-Mar-22,750J,9169,,Jour,,5470,5,01-Jul-22,,
22-Mar-22,4739,922761383,,Jour,,,5,07-May-22,,
10-Mar-22,111N,1127N,,Nuit,,1518N,5,01-Jul-22,,
10-Mar-22,111N,1209N,,Nuit,,1518N,4,01-Jul-22,,
10-Mar-22,620N,1398N,,Nuit,,1518N,6,01-Jul-22,,
10-Mar-22,299N,1092N,,Nuit,,1518N,7,01-Jul-22,,
10-Mar-22,233J,2388N,,Jour,,1518N,2,01-Jul-22,,
10-Mar-22,233J,830J,,Jour,,1518N,3,01-Jul-22,,
22-Mar-22,3854,922761291,,Nuit,,2090N,5,13-May-22,,
22-Mar-22,684N,922761495,,Nuit,,6806,4,06-May-22,,
19-Mar-22,2797,6341,,Nuit,,5108,4,01-Jul-22,,
22-Mar-22,316N,922761363,,Nuit,,922759864,5,07-Oct-22,,
21-Mar-22,3093,922761384,,Jour,,9248,6,20-Apr-22,,
21-Mar-22,3269,922760316,,Nuit,,782J,2,10-Apr-22,,
21-Mar-22,2004,2067N,,Nuit,,1001J,2,20-Apr-22,,
20-Mar-22,4028,922761192,,Nuit,,1311N,4,07-Apr-22,,
21-Mar-22,4489,922761315,,Nuit,,7084,1,07-Aug-22,,
07-Mar-22,453J,336J,,Jour,,6151,7,01-Jul-22,,
18-Mar-22,3637,2067N,,Jour,,,7,29-Mar-22,,
21-Mar-22,2317,922760414,,Jour,,,7,25-Mar-22,,
21-Mar-22,553J,10290,,Jour,,922761167,6,04-Aug-22,,
21-Mar-22,146J,9757,,Jour,,8081,6,15-Apr-22,,
13-Mar-22,2824,7081,,Jour,,693N,7,21-Feb-23,,
09-Mar-22,293J,8928,,Jour,,201328070,3,17-Feb-23,,
19-Mar-22,4866,922760160,,Nuit,,922761449,1,20-Mar-22,,
19-Mar-22,4867,922761489,,Jour,,,,31-May-22,,
21-Mar-22,4868,2067N,,Nuit,,,,11-Jun-22,,
21-Mar-22,4441,753J,,Jour,,1734N,5,09-Jun-22,,
21-Mar-22,4622,6937,,Jour,,,,,,
16-Mar-22,3936,922760559,,Jour,,,2,18-Mar-22,,
16-Mar-22,3258,9898,,Jour,,,3,10-Apr-22,,
16-Mar-22,4550,922760730,,Jour,,,5,18-Mar-22,,
16-Mar-22,4631,922760885,,Jour,,,7,18-Mar-22,,
16-Mar-22,4505,8958,,Jour,,,6,18-Mar-22,,
22-Mar-22,4535,10423,,Nuit,,922760007,4,24-Apr-22,,
21-Mar-22,4793,2067N,,Nuit,,,,31-Mar-22,,
22-Mar-22,4445,5585,,Nuit,,,4,07-Apr-22,,
11-Mar-22,868J,922760871,,Jour,,9172,6,15-Nov-22,,
22-Mar-22,3063,7652,,Jour,,922760728,5,25-Apr-22,,
22-Mar-22,168J,922760939,,Jour,,922761297,1,03-Nov-22,,
22-Mar-22,931J,1701J,,Jour,,922761438,1,15-Dec-22,,
10-Mar-22,802J,2031J,,Jour,,350N,6,01-Jul-22,,
14-Mar-22,363J,7718,,Jour,,,7,11-Apr-22,,
11-Mar-22,32J,7684,,Jour,,1100J,6,26-May-22,,
10-Mar-22,834J,1229J,,Jour,,6883,6,31-Aug-22,,
12-Mar-22,4856,922760426,,Jour,,,5,15-Apr-22,,
14-Mar-22,4848,487J,,Jour,,350N,1,29-Mar-22,,
22-Mar-22,346J,903N,,Jour,,7781,6,14-Apr-22,,
19-Mar-22,3171,440J,,Jour,,,7,10-Jan-23,,
15-Mar-22,4154,922760823,,Nuit,,922759806,2,30-Apr-22,,
22-Mar-22,4754,922761245,,Nuit,,9184,4,04-Oct-22,,
16-Mar-22,3439,5273,,Nuit,,1502J,1,05-Apr-22,,
18-Mar-22,4500,9785,,Jour,,1683J,5,20-Apr-22,,
22-Mar-22,886N,922761040,,Nuit,,201327831,2,28-Mar-22,,
21-Mar-22,372J,922761490,,Jour,,922761481,1,01-Aug-22,,
19-Mar-22,344J,922761488,,Jour,,922761480,2,29-Mar-22,,
21-Mar-22,648J,922761478,,Jour,,,,01-Aug-22,,
19-Mar-22,485J,922761485,,Nuit,,8844,1,01-Apr-22,,
20-Mar-22,2780,10137,,Nuit,,1311N,7,05-Apr-22,,
20-Mar-22,394N,922761483,,Nuit,,10235,4,,,
20-Mar-22,324J,922761482,,Jour,,,,24-Aug-22,,
23-Mar-22,762J,2067N,,Jour,,,6,10-Apr-22,,
23-Mar-22,607J,2067N,,Jour,,,5,10-Apr-22,,
23-Mar-22,980N,2067N,,Nuit,,922760619,2,25-Mar-22,,
23-Mar-22,416N,2067N,,Nuit,,,6,11-Apr-22,,
23-Mar-22,322N,922760930,,Nuit,,5648,2,03-Apr-22,,
24-Mar-22,3828,2067N,,Jour,,8537,5,25-Mar-22,,
24-Mar-22,4006,922761004,,Nuit,,201328074,3,14-Apr-22,,
24-Mar-22,3594,2067N,,Nuit,,10273,3,25-Mar-22,,
24-Mar-22,2696,2067N,,Jour,,,2,26-Mar-22,,
24-Mar-22,4143,201328306,,Jour,,,,11-Jun-22,,
25-Mar-22,324J,2067N,,Jour,,,3,26-Jun-22,,
25-Mar-22,203J,2067N,,Jour,,2090N,7,01-Jul-22,,
17-Mar-22,4467,2067N,,Jour,,,,23-Mar-22,,
17-Mar-22,3168,2067N,,Jour,,922760270,7,23-Mar-22,,
22-Mar-22,4869,2067N,,Nuit,,,,23-Mar-22,,
22-Mar-22,4869,922761492,,Nuit,,,4,31-May-22,,
23-Mar-22,4870,2067N,,Nuit,,,,24-Mar-22,,
23-Mar-22,4871,2067N,,Jour,,,6,08-Apr-22,,7
21-Mar-22,4853,2067N,,Nuit,,,,22-Mar-22,,
23-Mar-22,30N,922761402,,Nuit,,7442,1,07-Aug-22,,
23-Mar-22,435J,4514,,Jour,,922760666,7,15-Dec-22,,
23-Mar-22,4545,673J,,Jour,,1502J,6,05-Apr-22,,
23-Mar-22,416J,201328330,,Jour,,,5,20-Apr-22,,
23-Mar-22,4076,10265,,Jour,,922761059,5,08-Jun-22,,
10-Mar-22,3931,201328028,,Nuit,,9359,2,29-Mar-22,,
23-Mar-22,1004N,4542,,Nuit,,922761394,5,10-Jan-23,,
23-Mar-22,4828,922759921,,Jour,,201327994,6,28-Jul-22,,
23-Mar-22,3271,268J,,Jour,,9184,6,01-Jun-22,,
23-Mar-22,4204,2324N,,Jour,,922760586,6,12-Apr-22,,
23-Mar-22,4253,2067N,,Jour,,,2,21-May-23,,
23-Mar-22,4850,922759913,,Jour,,,6,12-Apr-22,,
23-Mar-22,4033,201328045,,Jour,,922761166,6,06-May-22,,
23-Mar-22,4065,2067N,,Jour,,,6,20-Apr-22,,
23-Mar-22,38J,7080,,Jour,,693N,6,10-Oct-22,,
23-Feb-22,2206,8525,,Jour,,7598,6,07-Oct-22,,
22-Mar-22,3129,922761454,,Jour,,922760619,7,27-Apr-22,,
08-Feb-22,418N,817N,,Nuit,,,6,24-Sep-22,,
11-Jan-22,332N,574N,,Nuit,,,2,19-Mar-22,,
23-Mar-22,4678,922761145,,Jour,,922761413,7,08-Jun-22,,
22-Mar-22,4872,6548,,Nuit,,,2,31-May-22,,
22-Mar-22,4873,732J,,Jour,,5108,6,01-Jul-22,,
22-Mar-22,330J,2067N,,Jour,,,6,25-Mar-22,,
16-Mar-22,3917,922759757,,Nuit,,2227N,1,08-Aug-22,,
08-Mar-22,4704,1194N,,Nuit,,10032,1,18-May-22,,
08-Mar-22,2391,1190N,,Nuit,,10032,2,,,
08-Mar-22,4835,922761355,,Nuit,,10032,3,,,
08-Mar-22,2398,603J,,Jour,,10032,6,,,
06-Mar-22,3398,10353,,Jour,,922761470,1,15-Oct-22,,
06-Mar-22,659J,922760597,,Jour,,922761470,2,15-Oct-22,,
06-Mar-22,911J,6930,,Jour,,922761470,3,15-Apr-22,,
06-Mar-22,3922,922760045,,Jour,,922761470,4,15-Oct-22,,
06-Mar-22,4584,922761365,,Jour,,922761470,6,07-Apr-22,,
08-Mar-22,119N,8634,,Nuit,,922761436,6,09-Jun-22,,
08-Mar-22,119N,1089N,,Nuit,,922761436,1,09-Jun-22,,
08-Mar-22,4421,8090,,Nuit,,922761436,2,01-Apr-22,,
08-Mar-22,927N,922760094,,Nuit,,922761436,3,09-Jun-22,,
08-Mar-22,927N,922760501,,Nuit,,922761436,4,09-Jun-22,,
08-Mar-22,112N,8478,,Nuit,,922761436,5,09-Jun-22,,
17-Mar-22,4781,922761115,,Nuit,,8414,1,08-Jan-23,,
19-Mar-22,4781,10387,,Nuit,,8414,2,08-May-22,,
17-Mar-22,839N,2099N,,Nuit,,8414,3,08-Jan-23,,
17-Mar-22,1025N,7498,,Nuit,,8414,4,24-Apr-22,,
17-Mar-22,145N,922760708,,Nuit,,8414,5,24-Mar-22,,
17-Mar-22,2087,9614,,Jour,,922761480,1,18-Apr-22,,
17-Mar-22,4765,922761342,,Jour,,922761480,3,11-Jun-22,,
17-Mar-22,2374,10431,,Jour,,922761480,5,,,
17-Mar-22,2878,7001,,Jour,,922761480,7,,,
19-Mar-22,4784,922761286,,Jour,,922760540,1,25-Apr-22,,
19-Mar-22,3936,922760559,,Jour,,922760540,2,25-Apr-22,,
19-Mar-22,4485,922760641,,Jour,,922760540,3,10-Apr-22,,
19-Mar-22,4550,922760730,,Jour,,922760540,5,25-Apr-22,,
19-Mar-22,4505,8958,,Jour,,922760540,6,21-Apr-22,,
19-Mar-22,4631,922760885,,Jour,,922760540,7,13-Apr-22,,
20-Mar-22,767N,922761370,,Nuit,,,,23-Apr-22,,
20-Mar-22,390N,922761459,,Nuit,,922761413,,08-Jun-22,,
20-Mar-22,331N,9789,,Nuit,,922761509,,11-Apr-22,,
20-Mar-22,48N,922761463,,Nuit,,,,22-Aug-22,,
20-Mar-22,48N,922761452,,Nuit,,,,28-Jul-22,,
20-Mar-22,331N,2067N,,Nuit,,922761509,,12-Oct-22,,
20-Mar-22,367J,2067N,,Jour,,,,27-Apr-22,,
20-Mar-22,339J,922761469,,Jour,,,,05-Apr-22,,
20-Mar-22,4816,922761390,,Nuit,,5406,6,,,
23-Mar-22,965N,2067N,,Nuit,,,4,10-Apr-22,,
24-Mar-22,4874,922761496,,Nuit,,,1,26-Jun-22,,
19-Mar-22,4100,922761491,,Jour,,331N,7,18-May-22,,
17-Mar-22,968N,562N,,Nuit,,,7,,,
17-Mar-22,968N,9598,,Nuit,,,1,12-Jan-23,,
20-Mar-22,332N,6811,,Nuit,,394N,4,,,
20-Mar-22,332N,574N,,Nuit,,394N,2,,,
20-Mar-22,332N,309N,,Nuit,,394N,3,,,
20-Mar-22,332N,359N,,Nuit,,394N,5,,,
21-Mar-22,553N,1715N,,Nuit,,,2,,,
24-Mar-22,2895,2067N,,Jour,,7008,7,29-Mar-22,,
24-Mar-22,3411,7093,,Nuit,,201327550,3,,,
24-Mar-22,2888,10156,,Nuit,,,3,29-Mar-22,,
24-Mar-22,2888,922760399,,Nuit,,,1,29-Mar-22,,
24-Mar-22,883J,943J,,Jour,,,6,29-Mar-22,,
24-Mar-22,883J,922759933,,Jour,,,7,30-Apr-22,,
24-Mar-22,164N,201327603,,Nuit,,,2,29-Mar-22,,
24-Mar-22,2172,922761311,,Nuit,,,4,29-Mar-22,,
24-Mar-22,70N,752N,,Nuit,,,3,25-Mar-22,,
25-Mar-22,2467,1395J,,Jour,,,6,11-Apr-22,,
25-Mar-22,486J,7529,,Jour,,,7,11-Apr-22,,
25-Mar-22,124N,8886,,Nuit,,,2,11-Apr-22,,
25-Mar-22,124N,9599,,Nuit,,,3,11-Apr-22,,
25-Mar-22,124N,10322,,Nuit,,,4,11-Apr-22,,
25-Mar-22,2424,735N,,Nuit,,,1,11-Apr-22,,
26-Mar-22,3917,922759830,,Nuit,,2227N,2,15-Apr-22,,
26-Mar-22,258J,2067N,,Jour,,1625J,7,01-Apr-22,,
26-Mar-22,4007,922761305,,Jour,,201328074,7,13-Apr-22,,
26-Mar-22,2317,10218,,Jour,,,7,03-Apr-22,,
27-Mar-22,2101,9807,,Nuit,,339N,1,16-Apr-22,,
27-Mar-22,701N,2067N,,Nuit,,2231N,2,28-Mar-22,,
26-Mar-22,3594,922759988,,Nuit,,10273,3,12-Apr-22,,
25-Mar-22,4829,6741,,Nuit,,922760175,4,01-Apr-22,,
16-Mar-22,4829,6533,,Nuit,,922760175,1,01-Apr-22,,
26-Mar-22,4782,9618,,Jour,,922760175,6,01-Apr-22,,
26-Mar-22,4817,7576,,Jour,,922760175,7,01-Apr-22,,
26-Mar-22,2924,343N,,Nuit,,922760175,3,01-Apr-22,,
26-Mar-22,898N,7202,,Nuit,,6853,3,,,
24-Mar-22,4578,922761499,,Nuit,,201327419,1,20-Jul-22,,
24-Mar-22,4467,922761498,,Jour,,,,08-Aug-22,,
24-Mar-22,3168,922761497,,Jour,,922760270,7,03-Apr-22,,
26-Mar-22,193N,10276,,Nuit,,749N,4,11-Apr-23,,
26-Mar-22,70N,201327493,,Nuit,,,3,10-May-22,,
27-Mar-22,2098,922761502,,Jour,,,,18-Apr-22,,
26-Mar-22,521J,922761298,,Jour,,,7,29-Mar-22,,
26-Mar-22,847J,922760928,,Jour,,216J,6,29-Sep-22,,
26-Mar-22,2269,390J,,Jour,,922760653,1,18-May-22,,
21-Mar-22,227N,1216N,,Nuit,,922760353,4,26-Sep-22,,
26-Mar-22,4748,1243N,,Nuit,,922761254,6,19-Jun-22,,
24-Mar-22,3507,7348,,Nuit,,4803,1,04-Dec-22,,
15-Mar-22,4071,4966,,Nuit,,201327943,4,07-Dec-22,,
26-Mar-22,461N,2067N,,Nuit,,6318,2,15-Apr-22,,
28-Mar-22,682N,2067N,,Nuit,,378J,3,30-Mar-22,,
26-Mar-22,980N,922761123,,Nuit,,922760619,2,09-Apr-22,,
26-Mar-22,4709,922761072,,Nuit,,201327926,6,07-Aug-22,,
25-Mar-22,3531,2067N,,Nuit,,7195,4,27-Mar-22,,
25-Mar-22,2175,648J,,Jour,,,7,21-May-22,,
25-Mar-22,3320,922760662,,Jour,,,5,02-Apr-22,,
25-Mar-22,455J,872J,,Jour,,,6,08-Aug-22,,
25-Mar-22,891N,922761110,,Nuit,,,2,25-Apr-22,,
25-Mar-22,4730,922761158,,Jour,,,4,27-Mar-22,,
25-Mar-22,19J,922761385,,Jour,,,1,21-May-22,,
22-Mar-22,311J,1731J,,Jour,,922760993,7,14-Oct-22,,
25-Mar-22,111J,10221,,Jour,,922761438,5,08-Apr-22,,
24-Mar-22,349J,6125,,Jour,,9697,7,01-Apr-22,,
25-Mar-22,2922,453J,,Jour,,,5,04-Aug-22,,
26-Mar-22,4825,734J,,Jour,,1399J,5,28-Apr-22,,
26-Mar-22,2735,10402,,Jour,,9723,7,15-Apr-22,,
19-Mar-22,4502,201327939,,Jour,,1N,1,07-Apr-22,,
26-Mar-22,4060,2067N,,Jour,,9308,7,27-Feb-22,,
26-Mar-22,79J,922760286,,Jour,,396J,6,12-Jul-22,,
26-Mar-22,2759,922760133,,Jour,,,7,28-Mar-22,,
26-Mar-22,3828,8682,,Jour,,8537,5,11-Apr-22,,
22-Mar-22,4548,6609,,Nuit,,,3,06-Apr-22,,
22-Mar-22,4476,922760801,,Nuit,,,6,08-Oct-22,,
22-Mar-22,192J,2067N,,Jour,,,7,26-Jul-22,,
27-Mar-22,2475,7536,,Nuit,,,,12-Jul-22,,
27-Mar-22,2475,922760472,,Nuit,,,,12-Feb-23,,
27-Mar-22,2475,976N,,Nuit,,,,03-Jul-22,,
27-Mar-22,2475,2107N,,Nuit,,,,,,
27-Mar-22,2475,1217N,,Nuit,,,,14-Nov-22,,
27-Mar-22,2475,2049N,,Nuit,,,,16-Jan-23,,
27-Mar-22,2475,922761329,,Nuit,,,,,,
27-Mar-22,2475,922760688,,Nuit,,,,06-Oct-22,,
27-Mar-22,2475,922761292,,Nuit,,,,18-Apr-22,,
27-Mar-22,2475,6046,,Nuit,,,,29-Jun-22,,
27-Mar-22,2475,228N,,Nuit,,,,,,
27-Mar-22,2475,5491,,Nuit,,,,05-Dec-22,,
27-Mar-22,2475,4746,,Nuit,,,,,,
27-Mar-22,2475,201328081,,Nuit,,,,12-Feb-23,,
27-Mar-22,490N,1401N,,Nuit,,922760950,,02-Apr-22,,
27-Mar-22,490N,922760585,,Nuit,,,,,,
27-Mar-22,490N,1949N,,Nuit,,922760950,,18-May-22,,
27-Mar-22,490N,922760803,,Nuit,,922760950,,26-Oct-22,,
27-Mar-22,490N,8606,,Nuit,,,,18-Nov-22,,
27-Mar-22,490N,201328055,,Nuit,,,,,,
27-Mar-22,490N,8236,,Nuit,,,,02-Mar-23,,
27-Mar-22,490N,10372,,Nuit,,,,22-Feb-23,,
27-Mar-22,490N,2025J,,Nuit,,,,,,
27-Mar-22,490N,1273N,,Nuit,,,,14-Nov-22,,
27-Mar-22,490N,201328166,,Nuit,,,,18-Jan-23,,
27-Mar-22,490N,922760580,,Nuit,,,,,,
27-Mar-22,2692,8520,,Jour,,,,01-Jul-22,,
27-Mar-22,2692,201327805,,Jour,,,,23-Apr-22,,
27-Mar-22,2692,1714N,,Jour,,,,16-Jan-23,,
27-Mar-22,2692,7523,,Jour,,,,,,
27-Mar-22,2692,922759922,,Jour,,,,,,
27-Mar-22,2692,772J,,Jour,,,,24-Oct-22,,
27-Mar-22,2692,6936,,Jour,,,,17-Sep-22,,
27-Mar-22,2692,1284J,,Jour,,,,05-Dec-22,,
27-Mar-22,2692,456J,,Jour,,,,02-Apr-22,,
27-Mar-22,2692,922760809,,Jour,,,,,,
27-Mar-22,88J,922761280,,Jour,,853J,5,27-Aug-22,,
27-Mar-22,88J,558J,,Jour,,853J,4,27-Aug-22,,
27-Mar-22,88J,6576,,Jour,,853J,6,27-Aug-22,,
27-Mar-22,638J,,,Jour,,,,27-Mar-22,,
27-Mar-22,2357,667J,,Jour,,,6,,,
27-Mar-22,2357,594J,,Jour,,,,,,
27-Mar-22,2357,7546,,Jour,,,,23-Apr-22,,
27-Mar-22,2357,672J,,Jour,,,,06-Sep-22,,
27-Mar-22,2357,1996J,,Jour,,,,24-Oct-22,,
27-Mar-22,2357,9307,,Jour,,,,16-Jan-23,,
27-Mar-22,2357,838J,,Jour,,,,,,
27-Mar-22,2357,922761282,,Jour,,,,,,
27-Mar-22,2357,922761333,,Jour,,,,22-Feb-23,,
27-Mar-22,2357,9391,,Jour,,,,25-Dec-22,,
27-Mar-22,2692,922759893,,Jour,,,,,,
27-Mar-22,638J,5742,,Nuit,,,6,,,
27-Mar-22,638J,922760132,,Nuit,,,4,16-Nov-22,,
27-Mar-22,638J,922760876,,Nuit,,,1,27-Jun-22,,
27-Mar-22,638J,602N,,Nuit,,,2,19-Apr-22,,
27-Mar-22,638J,876J,,Nuit,,,7,,,
27-Mar-22,638J,2067N,,Nuit,,,,30-Jun-22,,
27-Mar-22,638J,2067N,,Nuit,,,,,,
27-Mar-22,463N,2067N,,Nuit,,,2,03-Jun-23,,
27-Mar-22,835J,2067N,,Jour,,,,,,
27-Mar-22,2692,922761281,,Jour,,,,20-Jul-22,,
27-Mar-22,490N,922760321,,Nuit,,,,01-Dec-22,,
30-Mar-22,4875,2067N,,Nuit,,,,08-Apr-22,,
30-Mar-22,4875,2067N,,Nuit,,,,08-Apr-22,,
30-Mar-22,4876,2067N,,Jour,,,,08-Apr-22,,
30-Mar-22,3171,2067N,,Jour,,1088J,7,12-Apr-22,,
28-Mar-22,4652,1073N,,Nuit,,201327475,2,08-Mar-23,,
29-Mar-22,24N,2067N,,Nuit,,922760991,2,31-Mar-22,,
30-Mar-22,4111,201328203,,Nuit,,,3,01-Apr-22,,
30-Mar-22,4112,9743,,Jour,,,7,08-Aug-22,,
30-Mar-22,305N,922761508,,Nuit,,922759723,4,08-Jun-22,,
30-Mar-22,581N,1050N,,Nuit,,950J,1,01-Nov-22,,
30-Mar-22,4607,9943,,Nuit,,950J,2,01-Nov-22,,
30-Mar-22,3259,922760846,,Nuit,,950J,3,01-Nov-22,,
30-Mar-22,2869,6874,,Jour,,950J,6,01-Oct-22,,
30-Mar-22,324J,886J,,Jour,,,7,,,
30-Mar-22,4382,922759892,,Jour,,922761503,2,,,
30-Mar-22,4404,6794,,Nuit,,922761889,3,,,
30-Mar-22,4404,9707,,Nuit,,,2,10-May-22,,
30-Mar-22,4405,922760805,,Jour,,922761889,7,24-Mar-23,,
30-Mar-22,4405,369J,,Jour,,,5,29-May-22,,
30-Mar-22,4383,1408N,,Nuit,,,1,19-Apr-22,,
30-Mar-22,2482,201327692,,Nuit,,922760610,2,18-May-22,,
30-Mar-22,2482,922761317,,Nuit,,922760610,1,18-May-22,,
30-Mar-22,204N,922761065,,Nuit,,922760610,3,18-May-22,,
30-Mar-22,3206,6850,,Nuit,,922760610,6,18-May-22,,
30-Mar-22,3206,1308N,,Nuit,,922760610,5,05-Apr-22,,
29-Mar-22,3474,922761029,,Jour,,1499N,6,15-Dec-22,,
30-Mar-22,521J,2067N,,Jour,,,7,11-Apr-22,,
30-Mar-22,4621,2067N,,Nuit,,,,06-Apr-22,,
13-Mar-22,87J,922761178,,Jour,,922761412,1,10-Apr-22,,
13-Mar-22,4415,4652,,Jour,,922761412,2,10-Apr-22,,
13-Mar-22,4752,922761224,,Jour,,922761412,3,10-Apr-22,,
13-Mar-22,4752,922761228,,Jour,,922761412,5,10-Apr-22,,
13-Mar-22,3968,581J,,Jour,,922761412,6,10-Apr-22,,
13-Mar-22,3004,8228,,Jour,,922761412,7,10-Apr-22,,
21-Mar-22,4866,922760160,,Nuit,,,1,06-May-22,,
20-Mar-22,4462,2004N,,Nuit,,922761449,1,20-Apr-22,,
08-Mar-22,116N,201328123,,Nuit,,922761449,2,09-Apr-22,,
08-Mar-22,4720,9219,,Nuit,,922761449,3,15-Jun-22,,
08-Mar-22,3007,922761316,,Jour,,922761449,5,06-May-22,,
08-Mar-22,815J,922760038,,Jour,,922761449,7,15-Jun-22,,
20-Mar-22,372J,2067N,,Jour,,922761481,2,29-Mar-22,,
20-Mar-22,372J,10323,,Jour,,922761481,3,09-Aug-22,,
20-Mar-22,372J,2067N,,Jour,,922761481,4,02-Apr-22,,
20-Mar-22,372J,2067N,,Jour,,922761481,5,31-May-22,,
30-Mar-22,4317,922761429,,Jour,,,2,01-Jul-22,,
30-Mar-22,4316,922760017,,Nuit,,922761375,5,08-Apr-22,,
30-Mar-22,4317,922760840,,Jour,,,1,22-May-22,,
30-Mar-22,4316,2067N,,Nuit,,,,23-Nov-22,,
01-Apr-22,4877,1156J,,Nuit,,9184,3,01-Apr-22,,
01-Apr-22,4877,2067N,,Nuit,,,,02-Apr-22,,
01-Apr-22,4878,2067N,,Jour,,,3,03-Apr-22,,
01-Apr-22,4879,922761422,,Nuit,,,,20-Apr-22,,
16-Feb-22,895N,2067N,,Nuit,,7195,2,31-Mar-22,,
01-Apr-22,4881,1024J,,Jour,,2002J,7,06-May-22,,
21-Mar-22,3283,8804,,Jour,,922761479,7,27-Jul-22,,
28-Mar-22,3531,9576,,Nuit,,7195,4,09-Aug-22,,
30-Mar-22,744J,1052J,,Jour,,922761227,4,11-Mar-23,,
29-Mar-22,2505,1113N,,Jour,,248N,6,01-Jul-22,,
30-Mar-22,4860,2067N,,Jour,,,,01-Apr-22,,
30-Mar-22,3637,922761434,,Jour,,,7,23-Apr-22,,
01-Apr-22,4420,922760471,,Jour,,9374,7,20-Oct-22,,
28-Mar-22,4060,626J,,Jour,,9308,7,29-Aug-22,,
30-Mar-22,2995,2067N,,Jour,,,4,01-May-22,,
30-Mar-22,2895,922760954,,Jour,,7008,7,10-May-23,,
30-Mar-22,486J,8091,,Jour,,7781,3,25-Jun-22,,
30-Mar-22,2047,9914,,Jour,,1036N,7,31-Mar-22,,
31-Mar-22,354N,655N,,Nuit,,216J,3,29-Sep-22,,
29-Mar-22,2124,4499,,Jour,,1527N,7,18-Apr-22,,
21-Mar-22,177J,9846,,Jour,,,7,01-Mar-23,,
30-Mar-22,4788,9518,,Jour,,201328252,6,29-Oct-22,,
28-Mar-22,4019,922760980,,Nuit,,10045,2,16-Apr-22,,
27-Mar-22,2780,2070N,,Nuit,,1311N,6,28-Apr-22,,
19-Mar-22,3256,8687,,Nuit,,1421N,6,07-Apr-22,,
19-Mar-22,4036,2067N,,Nuit,,201328271,1,31-Mar-22,,
28-Mar-22,4821,6177,,Jour,,10235,7,19-Mar-23,,
30-Mar-22,4848,9692,,Jour,,350N,1,01-Jul-22,,
30-Mar-22,611J,922760733,,Jour,,,2,,,
30-Mar-22,605J,9936,,Jour,,,,01-Nov-22,,
02-Mar-22,600J,870J,,Jour,,,,01-Jul-22,,
02-Mar-22,831J,751J,,Jour,,,,,,
29-Mar-22,646J,922761092,,Jour,,,,05-Apr-22,,
29-Mar-22,4772,922761440,,Jour,,1166J,7,30-Jun-22,,
30-Mar-22,344J,2067N,,Jour,,,,05-Apr-22,,
30-Mar-22,372J,922761488,,Jour,,922761481,2,15-May-22,,
29-Mar-22,4253,2067N,,Jour,,,,21-Jun-23,,
29-Mar-22,4750,922761137,,Jour,,,,31-Aug-22,,
29-Mar-22,3760,1748N,,Nuit,,922761260,2,04-Apr-22,,
