D_affect,P,N,Qualite,Horaire,Type,R,Jour,Arrêt,Placement,Jr_pl
13-Sep-22,4785,922761433,,Jour,,922761400,5,13-Nov-22,,
13-Sep-22,4916,922761656,,Nuit,,922761400,3,12-Nov-22,,
13-Sep-22,651J,922761872,,Jour,,922761400,6,12-Nov-22,,
13-Sep-22,4647,201328160,,Nuit,,,2,18-Sep-22,,
13-Sep-22,4077,7618,,Nuit,,,3,18-Sep-22,,
13-Sep-22,619N,922761201,,Nuit,,6072,1,,,
13-Sep-22,4446,1898J,,Jour,,,7,08-Oct-22,,
13-Sep-22,52J,922761449,,Jour,,,6,03-Oct-22,,
13-Sep-22,404N,922761945,,Nuit,,,4,02-Nov-22,,
12-Sep-22,4953,732J,,Jour,,248N,1,06-Feb-23,,
14-Sep-22,3426,516J,,Jour,,1088J,1,,,
15-Sep-22,332J,922761653,,Jour,,10343,7,22-Sep-22,,
14-Sep-22,3841,201328278,,Jour,,922761876,7,21-Sep-22,,
14-Sep-22,3545,1286J,,Jour,,922761876,5,27-Sep-22,,
14-Sep-22,3546,1625N,,Nuit,,922761876,3,02-Oct-22,,
14-Sep-22,2850,246N,,Nuit,,922761876,2,02-Oct-22,,
14-Sep-22,2850,7143,,Nuit,,922761876,1,02-Oct-22,,
14-Sep-22,4012,1144N,,Jour,,922761876,6,02-Oct-22,,
14-Sep-22,33J,922760133,,Jour,,201327609,7,03-Oct-22,,
15-Sep-22,1025N,2067N,,Nuit,,8414,4,18-Sep-22,,
15-Sep-22,859N,9278,,Nuit,,9456,5,01-Feb-23,,
13-Sep-22,4449,2067N,,Jour,,922761103,4,15-Sep-22,,
14-Sep-22,4143,922761344,,Jour,,,2,,,
14-Sep-22,2741,549N,,Nuit,,922761640,3,26-Oct-22,,
14-Sep-22,3992,922762033,,Nuit,,566N,1,,,
15-Sep-22,4325,201327508,,Nuit,,619N,1,,,
14-Sep-22,4695,922761041,,Nuit,,7442,4,,,
14-Sep-22,665N,10067,,Nuit,,,1,15-Sep-22,,
14-Sep-22,4867,2067N,,Jour,,201327398,1,15-Sep-22,,
11-Sep-22,152N,922762017,,Nuit,,922760647,4,27-Oct-22,,
14-Sep-22,3610,922762057,,Jour,,5298,6,09-Feb-23,,
14-Sep-22,3938,2067N,,Jour,,749N,6,15-Sep-22,,
11-Sep-22,4553,7236,,Nuit,,7810,1,06-Dec-22,,
15-Sep-22,549J,10230,,Jour,,5204,7,03-Oct-22,,
13-Sep-22,3594,389N,,Nuit,,10273,3,23-Oct-22,,
13-Sep-22,3593,8807,,Jour,,10273,5,,,
14-Sep-22,261J,8095,,Jour,,10273,7,,,
13-Sep-22,924N,5893,,Nuit,,10273,1,,,
13-Sep-22,116N,7547,,Nuit,,10273,2,,,
13-Sep-22,32J,1665J,,Jour,,10273,6,,201328190,7
16-Sep-22,413J,922761825,,Jour,,1481J,6,05-Oct-22,1481J,7
16-Sep-22,366J,922761123,,Jour,,922760360,7,16-Sep-22,,
15-Sep-22,4997,9540,,Nuit,,9308,5,28-Sep-22,,
15-Sep-22,4923,380N,,Nuit,,922761032,1,04-Oct-22,739N,2
15-Sep-22,4923,1755N,,Nuit,,922761032,3,04-Oct-22,922761032,4
15-Sep-22,4924,1100J,,Jour,,922761032,6,04-Oct-22,922761032,7
15-Sep-22,54N,504N,,Nuit,,922760360,2,,,
15-Sep-22,2856,2067N,,Jour,,828N,7,17-Sep-22,,
15-Sep-22,4645,922761838,,Jour,,6440,7,24-Nov-22,,
15-Sep-22,4049,922760106,,Jour,,7572,6,,,
15-Sep-22,2523,2067N,,Jour,,922761804,6,19-Sep-22,,
15-Sep-22,646J,201327814,,Jour,,922761524,5,25-Sep-22,,
15-Sep-22,4518,2067N,,Jour,,922760722,1,22-Sep-22,,
15-Sep-22,3866,201328028,,Nuit,,922760856,2,20-Sep-22,,
11-Sep-22,500N,922762016,,Nuit,,922760857,4,,,
11-Sep-22,4058,922762015,,Jour,,922761826,6,18-Sep-22,,
11-Sep-22,4442,2067N,,Jour,,922762014,1,19-Oct-22,,
11-Sep-22,4442,922760420,,Jour,,922762014,3,19-Oct-22,,
11-Sep-22,4442,922759796,,Jour,,922762014,4,19-Oct-22,,
11-Sep-22,4442,7694,,Jour,,922762014,7,19-Oct-22,,
11-Sep-22,46J,922761393,,Jour,,922762014,6,19-Oct-22,,
14-Sep-22,95N,7503,,Nuit,,922761331,1,31-Oct-22,,
14-Sep-22,562N,922760047,,Nuit,,922761331,2,,,
14-Sep-22,3461,201327971,,Nuit,,922761331,3,,,
14-Sep-22,556N,5097,,Nuit,,922761331,4,,,
14-Sep-22,134J,922761005,,Jour,,922761331,6,18-Jan-23,,
14-Sep-22,4912,922761647,,Jour,,922761331,7,19-Dec-22,,
14-Sep-22,632J,746J,,Jour,,,7,21-Sep-22,,
14-Sep-22,871N,922762054,,Nuit,,201328234,2,,,
14-Sep-22,322N,922759963,,Nuit,,201328234,3,07-Oct-22,,
14-Sep-22,4414,922761336,,Nuit,,201328234,4,,,
14-Sep-22,931J,2067N,,Jour,,201328234,6,,,
14-Sep-22,126J,2067N,,Jour,,201328234,7,,,
14-Sep-22,689N,8333,,Nuit,,201328234,1,,,
13-Sep-22,3492,4841,,Nuit,,201328105,1,,,
13-Sep-22,984N,922761815,,Nuit,,201328105,2,,,
13-Sep-22,2781,6909,,Nuit,,201328105,4,,,
13-Sep-22,4033,201328045,,Jour,,201328105,6,,,
13-Sep-22,274J,10437,,Jour,,201328105,7,,,
14-Sep-22,417N,922762012,,Nuit,,922761644,1,07-Dec-22,,
14-Sep-22,678N,7912,,Nuit,,922761864,3,14-Nov-22,,
14-Sep-22,4677,5248,,Nuit,,922761864,2,14-Nov-22,,
14-Sep-22,4445,922760421,,Nuit,,922761864,1,14-Nov-22,,
13-Sep-22,4954,922762048,,Nuit,,922761906,1,18-Sep-22,,
07-Sep-22,5030,922762029,,Jour,,,,14-Oct-22,,
10-Sep-22,3814,922762026,,Nuit,,,,14-Oct-22,,
09-Sep-22,4934,922762024,,Jour,,922761847,2,07-Nov-22,,
11-Sep-22,3936,922762023,,Jour,,922761849,2,,,
11-Sep-22,28N,922762021,,Nuit,,,,28-Dec-22,,
10-Sep-22,488N,922762020,,Nuit,,922761655,2,13-Nov-22,,
02-Jul-22,4940,2067N,,Jour,,922761325,7,,,
10-Sep-22,5005,922762019,,Nuit,,,,21-Sep-22,,
11-Sep-22,3934,922762018,,Nuit,,922761557,2,22-Sep-22,,
09-Sep-22,4928,922762010,,Nuit,,,,01-Jan-23,,
11-Sep-22,4788,922762022,,Jour,,,2,,,
16-Sep-22,98N,8248,,Nuit,,1483N,3,04-Oct-22,1483N,4
16-Sep-22,4285,8548,,Nuit,,745N,2,19-Sep-22,,
16-Sep-22,4428,922761485,,Nuit,,6275,2,20-Sep-22,,
17-Sep-22,366J,922759830,,Jour,,922760360,7,04-Oct-22,,
15-Sep-22,5031,2067N,,Nuit,,,,18-Sep-22,,
15-Sep-22,5032,2067N,,Jour,,,,18-Sep-22,,
15-Sep-22,5033,922762064,,Nuit,,,,19-Sep-22,,
15-Sep-22,5033,2067N,,Nuit,,,,16-Sep-22,,
16-Sep-22,5034,922762065,,Jour,,,,05-Dec-22,,
16-Sep-22,5035,2067N,,Nuit,,,,16-Sep-22,,
16-Sep-22,5035,2067N,,Nuit,,,,16-Sep-22,,
16-Sep-22,5036,2067N,,Jour,,,,16-Sep-22,,
16-Sep-22,4129,2067N,,Jour,,922760905,4,19-Dec-22,,
16-Sep-22,597N,922762068,,Nuit,,,6,07-Oct-22,,
16-Sep-22,5026,9859,,Nuit,,922761795,4,14-Oct-22,,
16-Sep-22,398N,2067N,,Nuit,,,,06-Dec-22,,
16-Sep-22,4709,9807,,Nuit,,,4,03-Oct-22,,
16-Sep-22,305N,922760759,,Nuit,,922761899,3,26-Sep-22,,
16-Sep-22,305N,922761848,,Nuit,,922761899,4,,,
14-Sep-22,553J,1178J,,Jour,,5760,6,21-Jan-23,,
14-Sep-22,553J,922760876,,Jour,,5760,5,21-Jan-23,,
14-Sep-22,47N,5659,,Nuit,,5760,3,21-Jan-23,,
14-Sep-22,47N,922761535,,Nuit,,5760,1,21-Jan-23,,
14-Sep-22,3796,922760604,,Nuit,,5760,2,21-Jan-23,,
14-Sep-22,4413,922762044,,Jour,,9551,5,18-Feb-22,,
12-Sep-22,4550,922762043,,Jour,,922761849,5,01-Nov-22,,
08-Sep-22,4934,922762042,,Jour,,922761847,7,12-Nov-22,,
09-Sep-22,4679,922762038,,Nuit,,922761025,1,19-Oct-22,,
09-Sep-22,4235,922762035,,Nuit,,922762003,2,31-Jan-23,,
09-Sep-22,5024,922762034,,Nuit,,,,10-Oct-22,,
09-Sep-22,665N,2067N,,Nuit,,6564,2,26-Sep-22,,
17-Sep-22,527J,922760901,,Jour,,922761711,1,08-Oct-22,,
17-Sep-22,4191,922761721,,Jour,,922761033,6,,,
17-Sep-22,4670,2067N,,Jour,,,,18-Sep-22,,
17-Sep-22,3572,1040J,,Jour,,,,03-Oct-22,,
17-Sep-22,3333,922761979,,Jour,,,,03-Oct-22,,
18-Sep-22,4927,316J,,Jour,,922761780,,31-Dec-22,,
18-Sep-22,4927,10112,,Jour,,922761780,,07-Jan-23,,
18-Sep-22,2582,922761959,,Jour,,1840J,2,,,
18-Sep-22,4065,922761958,,Jour,,9444,6,20-Nov-22,,
18-Sep-22,3381,2067N,,Jour,,,6,,,
18-Sep-22,2856,851J,,Jour,,828N,7,,,
18-Sep-22,2511,2067N,,Nuit,,4524,3,19-Sep-22,,
12-Sep-22,207N,278N,,Nuit,,922760353,3,26-Sep-22,,
19-Sep-22,4913,2067N,,Nuit,,8580,3,20-Sep-22,,
02-Jul-22,2692,2067N,,Jour,,,,19-Dec-22,,
18-Sep-22,2692,2067N,,Jour,,,,24-Oct-22,,
19-Sep-22,4058,2067N,,Jour,,922761826,6,21-Jan-23,,
19-Sep-22,4057,922762015,,Nuit,,922761556,4,11-Jan-23,,
19-Sep-22,985N,6964,,Nuit,,922761040,3,,,
19-Sep-22,4537,2067N,,Nuit,,,,19-Sep-22,,
18-Sep-22,4346,2052N,,Nuit,,922761954,3,14-Feb-23,,
18-Sep-22,4346,6326,,Nuit,,922761954,2,14-Feb-23,,
19-Sep-22,4347,922760120,,Jour,,922761954,7,11-Nov-22,,
19-Sep-22,4347,201328158,,Jour,,922761954,6,27-Sep-22,,
19-Sep-22,4339,5495,,Nuit,,922761954,1,14-Feb-23,,
19-Sep-22,4340,394J,,Jour,,922761954,5,14-Feb-23,,
19-Sep-22,5031,7272,,Nuit,,,,03-Oct-22,,
19-Sep-22,3460,922759970,,Nuit,,2139N,4,18-Dec-22,,
19-Sep-22,642N,922761059,,Nuit,,5470,1,,,
19-Sep-22,4954,922761952,,Nuit,,922761906,1,27-Oct-22,,
19-Sep-22,525N,922762048,,Nuit,,,7,12-Nov-22,,
19-Sep-22,4771,9291,,Nuit,,1166J,1,,,
19-Sep-22,3066,922759997,,Nuit,,8543,3,08-Oct-22,,
19-Sep-22,1980,922760533,,Jour,,201327475,6,31-Dec-22,,
19-Sep-22,647J,201327428,,Jour,,5204,6,,,
14-Sep-22,3861,201327661,,Nuit,,619N,4,,,
20-Sep-22,847J,922761488,,Jour,,,7,08-Oct-22,,
17-Sep-22,3472,922760764,,Jour,,,7,15-Oct-22,,
21-Sep-22,4015,8548,,Nuit,,201328074,1,17-Oct-22,,
20-Sep-22,4285,1071N,,Nuit,,745N,2,,,
21-Sep-22,4175,893N,,Nuit,,8439,7,03-Oct-22,,
21-Sep-22,932J,1882N,,Nuit,,5204,3,09-Oct-22,,
15-Sep-22,4048,922762063,,Nuit,,201327943,2,05-Nov-22,,
15-Sep-22,93J,922762061,,Jour,,922761736,6,30-Nov-22,,
16-Sep-22,3938,201328337,,Jour,,749N,6,11-Dec-22,,
16-Sep-22,3093,922762060,,Jour,,9248,6,17-Sep-22,,
16-Sep-22,4449,5647,,Jour,,922761103,4,,,
16-Sep-22,4867,922762059,,Jour,,201327398,1,22-Sep-22,,
06-Sep-22,4934,922762058,,Jour,,922761847,3,20-Feb-23,,
06-Sep-22,3944,922762056,,Jour,,201327895,6,,,
06-Sep-22,3937,922762055,,Nuit,,9359,3,,,
05-Sep-22,473J,922762052,,Jour,,9551,1,14-Nov-22,,
08-Sep-22,4770,922762050,,Jour,,922761620,6,09-Oct-22,,
20-Sep-22,338N,922760189,,Nuit,,8081,2,02-Oct-22,,
18-Sep-22,4818,645N,,Nuit,,922761829,2,31-Dec-22,,
20-Sep-22,4654,1082J,,Jour,,,7,31-Dec-22,,
20-Sep-22,4471,2067N,,Jour,,530J,7,19-Oct-22,,
20-Sep-22,177J,2067N,,Jour,,9444,7,13-Nov-22,,
20-Sep-22,2887,922762078,,Jour,,6639,7,29-Oct-22,,
20-Sep-22,2523,922761414,,Jour,,922761804,6,,,
20-Sep-22,180N,1003N,,Nuit,,922762083,1,06-Dec-22,,
20-Sep-22,4226,922761154,,Nuit,,922761361,1,,,
20-Sep-22,701N,10502,,Nuit,,,4,29-Sep-22,,
20-Sep-22,727N,869N,,Nuit,,,5,29-Sep-22,,
20-Sep-22,2168,7807,,Jour,,,7,29-Sep-22,,
20-Sep-22,2171,922761389,,Nuit,,,2,29-Sep-22,,
20-Sep-22,880N,922761010,,Nuit,,201327639,1,10-Feb-23,,
20-Sep-22,203N,1241N,,Nuit,,,3,29-Sep-22,,
20-Sep-22,980N,6191,,Nuit,,,2,09-Oct-22,,
20-Sep-22,980N,1056N,,Nuit,,,1,09-Oct-22,,
20-Sep-22,980N,245N,,Nuit,,,3,09-Oct-22,,
20-Sep-22,582J,709J,,Jour,,,5,12-Oct-22,,
20-Sep-22,525N,878N,,Nuit,,,6,09-Oct-22,,
20-Sep-22,2511,922762072,,Nuit,,4524,3,14-Nov-22,,
19-Sep-22,1025N,922762074,,Nuit,,8414,4,08-Jan-23,,
19-Sep-22,4670,922762080,,Jour,,,,03-Oct-22,,
18-Sep-22,4039,922762084,,Jour,,922761964,7,18-Sep-22,,
16-Sep-22,5029,922762071,,Nuit,,,,28-Sep-22,,
17-Sep-22,5033,201327787,,Nuit,,,,19-Sep-22,,
13-Sep-22,105N,201327743,,Nuit,,6072,2,,,
14-Sep-22,307N,201327607,,Nuit,,6072,3,,,
14-Sep-22,888N,10165,,Nuit,,6072,4,08-Oct-22,,
14-Sep-22,354J,1179J,,Jour,,6072,6,,,
14-Sep-22,934J,2067N,,Jour,,6072,7,,,
19-Sep-22,2904,5356,,Nuit,,922762081,1,15-Nov-22,,
19-Sep-22,942N,8345,,Nuit,,922762081,2,15-Nov-22,,
19-Sep-22,942N,2061N,,Nuit,,922762081,4,15-Nov-22,,
19-Sep-22,4038,9362,,Nuit,,922762081,5,15-Nov-22,,
19-Sep-22,4039,922762084,,Jour,,922762081,7,15-Nov-22,,
19-Sep-22,3021,10052,,Jour,,922762082,6,20-Jan-23,,
19-Sep-22,3344,398J,,Jour,,922762082,1,18-Feb-23,,
19-Sep-22,3633,922761309,,Jour,,922762082,4,06-Oct-22,,
19-Sep-22,4371,9799,,Jour,,922762082,3,,,
19-Sep-22,4147,8330,,Jour,,922762082,5,,,
19-Sep-22,3287,922761730,,Jour,,922762082,7,,,
18-Sep-22,3917,922762094,,Nuit,,922762069,2,13-Dec-22,,
19-Sep-22,3917,10198,,Nuit,,922762069,1,13-Dec-22,,
18-Sep-22,3918,201327738,,Jour,,922762069,7,13-Dec-22,,
18-Sep-22,3918,8393,,Jour,,922762069,6,13-Dec-22,,
18-Sep-22,3520,1423J,,Nuit,,922762069,3,17-Sep-22,,
18-Sep-22,3520,6577,,Nuit,,922762069,4,13-Dec-22,,
21-Sep-22,5013,201328028,,Nuit,,922760856,2,03-Oct-22,,
21-Sep-22,4913,922761594,,Nuit,,8580,3,22-Sep-22,,
21-Sep-22,5009,201327628,,Jour,,922760856,6,01-Oct-22,,
21-Sep-22,786N,922761705,,Nuit,,,2,03-Oct-22,,
21-Sep-22,253N,7088,,Nuit,,9048,2,,,
21-Sep-22,197J,922761941,,Jour,,,6,30-Nov-22,,
21-Sep-22,2113,922761111,,Jour,,9048,6,,,
21-Sep-22,3633,2067N,,Jour,,,7,22-Sep-22,,
21-Sep-22,5037,2067N,,Jour,,,,22-Sep-22,,
08-Sep-22,860N,7659,,Nuit,,2231N,1,,,
14-Sep-22,318J,1639J,,Jour,,,7,,,
22-Sep-22,33J,296J,,Jour,,922760156,6,19-Oct-22,,
23-Sep-22,4958,922760992,,Nuit,,739N,3,12-Oct-22,,
22-Sep-22,402N,888N,,Nuit,,201328136,7,23-Dec-22,,
23-Sep-22,486J,201327927,,Jour,,5548,7,11-Oct-22,,
22-Sep-22,2995,2067N,,Jour,,7513,7,29-Sep-22,,
20-Sep-22,2024,1142J,,Jour,,7901,6,10-Jan-23,,
20-Sep-22,2024,857J,,Jour,,7901,5,10-Jan-23,,
20-Sep-22,2024,7360,,Jour,,7901,4,07-Jan-23,,
20-Sep-22,2024,382J,,Jour,,7901,7,15-Jan-23,,
20-Sep-22,2025,297N,,Nuit,,7901,2,,,
20-Sep-22,2025,2053N,,Nuit,,7901,1,,,
22-Sep-22,4187,5405,,Nuit,,922761804,3,17-Oct-22,,
23-Sep-22,3785,201328233,,Nuit,,10343,1,,,
23-Sep-22,332J,201327561,,Jour,,10343,6,13-Oct-22,,
23-Sep-22,332J,922761653,,Jour,,10343,7,03-Oct-22,,
23-Sep-22,4N,2106N,,Nuit,,10343,4,29-Nov-22,,
23-Sep-22,414N,1349N,,Nuit,,10343,2,,,
23-Sep-22,414N,6580,,Nuit,,10343,3,09-Nov-22,,
23-Sep-22,741N,2067N,,Nuit,,922760563,1,26-Sep-22,,
02-Mar-22,3906,922759730,,Jour,,,5,12-Oct-22,,
23-Sep-22,504N,2067N,,Nuit,,2090N,2,09-Oct-22,,
22-Sep-22,641J,2067N,,Jour,,6495,7,26-Sep-22,,
18-Sep-22,3520,2067N,,Nuit,,922762069,3,20-Sep-22,,
23-Sep-22,3934,2067N,,Nuit,,922761557,2,07-Oct-22,,
22-Sep-22,3841,2067N,,Jour,,922761876,7,02-Oct-22,,
22-Sep-22,541J,201328278,,Jour,,7519,7,23-Sep-22,,
23-Sep-22,541J,368J,,Jour,,7519,6,20-Feb-23,,
23-Sep-22,23J,922761729,,Jour,,549J,5,24-Sep-22,,
16-Sep-22,665N,2067N,,Nuit,,,1,26-Sep-22,,
23-Sep-22,4913,922761292,,Nuit,,8580,3,24-Sep-22,,
22-Sep-22,4633,922762089,,Nuit,,922759858,1,01-Dec-22,,
21-Sep-22,3935,2067N,,Jour,,922762083,7,22-Sep-22,,
21-Sep-22,367J,2067N,,Jour,,,,22-Sep-22,,
21-Sep-22,4832,922761881,,Jour,,201327419,7,01-Nov-22,,
22-Sep-22,222J,10231,,Jour,,,,,,
22-Sep-22,78J,922761283,,Jour,,201327736,7,09-Jan-23,,
22-Sep-22,211J,922761900,,Jour,,1332N,7,23-Dec-22,,
22-Sep-22,5005,922761144,,Nuit,,922762083,3,05-Dec-22,,
22-Sep-22,5005,922762019,,Nuit,,922762083,2,06-Dec-22,,
22-Sep-22,3938,8228,,Jour,,922762083,5,14-Oct-22,,
22-Sep-22,5006,2067N,,Jour,,922762083,5,13-Oct-22,,
20-Sep-22,5033,922762064,,Nuit,,922762076,3,17-Oct-22,,
20-Sep-22,5033,201327787,,Nuit,,922762076,4,17-Oct-22,,
22-Sep-22,4267,7425,,Jour,,922762076,6,,,
22-Sep-22,632J,746J,,Jour,,922762076,7,,,
23-Sep-22,4867,922762095,,Jour,,201327398,1,14-Feb-23,,
23-Sep-22,3729,2067N,,Jour,,,7,24-Sep-22,,
23-Sep-22,5037,7847,,Jour,,,,24-Sep-22,,
23-Sep-22,3759,477J,,Jour,,,6,05-Nov-22,,
23-Sep-22,146J,302J,,Jour,,1499N,5,25-Sep-22,,
24-Sep-22,541J,1091J,,Jour,,7519,7,20-Feb-23,,
23-Sep-22,4889,922761842,,Nuit,,922761557,4,,,
23-Sep-22,907N,201328193,,Nuit,,5298,3,,,
24-Sep-22,113N,2067N,,Nuit,,922761628,1,26-Sep-22,,
23-Sep-22,4111,201328203,,Nuit,,116N,3,26-Oct-22,,
23-Sep-22,4445,1724N,,Nuit,,201327868,4,23-Nov-22,,
23-Sep-22,5022,9615,,Jour,,922762073,6,07-Dec-22,,
17-Sep-22,4926,922761703,,Jour,,922762070,1,14-Nov-22,,
23-Sep-22,4115,201328204,,Nuit,,922762070,2,14-Nov-22,,
23-Sep-22,2437,2067N,,Jour,,922762070,5,12-Oct-22,,
23-Sep-22,2748,922760672,,Jour,,922762070,6,24-Sep-22,,
23-Sep-22,55J,922760863,,Jour,,922762070,7,14-Nov-22,,
26-Sep-22,190N,922760455,,Nuit,,396J,2,14-Oct-22,,
24-Sep-22,995N,4675,,Nuit,,9785,3,13-Oct-22,,
24-Sep-22,912N,351N,,Nuit,,9785,4,13-Oct-22,,
24-Sep-22,4822,634N,,Nuit,,9785,1,13-Oct-22,,
24-Sep-22,4823,8958,,Jour,,9785,6,13-Oct-22,,
24-Sep-22,146J,922761373,,Jour,,9785,7,13-Oct-22,,
24-Sep-22,4112,9743,,Jour,,116N,7,26-Oct-22,,
24-Sep-22,177J,543J,,Jour,,8449,6,17-Oct-22,,
24-Sep-22,2047,1264N,,Jour,,1036N,7,17-Oct-22,,
24-Sep-22,2039,1958N,,Nuit,,8449,2,17-Oct-22,,
24-Sep-22,2039,663N,,Nuit,,8449,1,17-Oct-22,,
24-Sep-22,4367,922760980,,Nuit,,8449,3,26-Sep-22,,
23-Sep-22,908N,7265,,Nuit,,8439,5,,,
24-Sep-22,3594,5868,,Nuit,,8805,4,13-Oct-22,,
24-Sep-22,4875,5233,,Nuit,,8805,3,13-Oct-22,,
24-Sep-22,4875,7585,,Nuit,,8805,2,13-Oct-22,,
24-Sep-22,3840,2323N,,Nuit,,8805,7,12-Oct-22,,
24-Sep-22,3840,5646,,Nuit,,8805,1,12-Oct-22,,
24-Sep-22,4876,258J,,Jour,,8805,6,13-Oct-22,,
25-Sep-22,271N,7226,,Nuit,,,3,13-Oct-22,,
24-Sep-22,4256,7352,,Nuit,,339N,3,31-Oct-22,,
26-Sep-22,2479,922761497,,Jour,,8536,7,15-Oct-22,,
25-Sep-22,1981,922761123,,Nuit,,922761160,1,03-Oct-22,,
25-Sep-22,728J,5739,,Jour,,9738,7,05-Nov-22,,
24-Sep-22,5038,922761967,,Nuit,,,,26-Sep-22,,
24-Sep-22,5039,1853J,,Jour,,,,20-Oct-22,,
26-Sep-22,5040,922762099,,Jour,,,7,27-Sep-22,,
26-Sep-22,5041,2067N,,Nuit,,,,27-Sep-22,,
26-Sep-22,4671,2067N,,Jour,,922761669,7,07-Dec-22,,
26-Sep-22,87J,2067N,,Jour,,922762001,1,,,
26-Sep-22,4782,201327814,,Jour,,922761672,6,27-Sep-22,,
26-Sep-22,646J,9618,,Jour,,922761524,5,26-Sep-22,,
02-Sep-22,2872,2067N,,Jour,,922761701,6,18-Sep-22,,
18-Sep-22,3093,2067N,,Jour,,9248,6,19-Sep-22,,
19-Sep-22,2872,922762060,,Jour,,922761701,6,,,
19-Sep-22,198J,2067N,,Jour,,8543,6,,,
20-Sep-22,3093,922761117,,Jour,,9248,6,22-Jan-23,,
26-Sep-22,2087,9614,,Jour,,,7,07-Oct-22,,
23-Sep-22,902N,2067N,,Nuit,,922761962,3,26-Sep-22,,
21-Sep-22,327N,2067N,,Nuit,,,5,26-Sep-22,,
19-Sep-22,2424,735N,,Nuit,,5548,1,20-Dec-22,,
18-Aug-22,124N,8886,,Nuit,,5548,2,,,
18-Sep-22,124N,9599,,Nuit,,5548,3,24-Nov-22,,
19-Aug-22,2467,1395J,,Jour,,5548,6,,,
25-Sep-22,2748,922760672,,Jour,,5548,5,21-Dec-22,,
25-Sep-22,416N,692N,,Nuit,,7756,4,,,
25-Sep-22,501N,8304,,Nuit,,7756,5,,,
25-Sep-22,418N,8213,,Nuit,,,5,,,
25-Sep-22,418N,817N,,Nuit,,,6,18-Jan-23,,
25-Sep-22,69N,8121,,Nuit,,7756,2,08-Feb-23,,
23-Sep-22,3709,922760649,,Jour,,745N,5,03-Oct-22,,
25-Sep-22,5037,922762092,,Jour,,,,03-Oct-22,,
25-Sep-22,4170,7847,,Jour,,1556J,1,,,
25-Sep-22,3729,7705,,Jour,,,7,03-Oct-22,,
21-Sep-22,4428,8613,,Nuit,,6275,2,30-Nov-22,,
27-Sep-22,107J,405J,,Jour,,8680,6,,,
27-Sep-22,4339,384N,,Nuit,,9053,3,,,
28-Sep-22,3545,922762097,,Jour,,922761876,5,02-Oct-22,,
21-Sep-22,3520,922761485,,Nuit,,922762069,3,06-Oct-22,,
27-Sep-22,4978,922762098,,Nuit,,,5,04-Feb-23,,
27-Sep-22,305N,922761594,,Nuit,,922761899,3,,,
26-Sep-22,3574,2067N,,Jour,,,,03-Oct-22,,
27-Sep-22,5038,922761967,,Nuit,,9374,1,,,
27-Sep-22,5012,10296,,Nuit,,9374,4,03-Oct-22,,
27-Sep-22,5008,914J,,Jour,,1734N,5,24-Nov-22,,
27-Sep-22,646J,201327814,,Jour,,922761524,5,18-Jan-23,,
27-Sep-22,344J,9618,,Jour,,922761526,,12-Oct-22,,
28-Sep-22,4782,922762103,,Jour,,922761672,6,15-Oct-22,,
27-Sep-22,665N,922762032,,Nuit,,9456,1,,,
27-Sep-22,665N,10067,,Nuit,,6564,2,,,
27-Sep-22,83N,922761484,,Nuit,,4703,3,06-Jan-23,,
27-Sep-22,4866,922762004,,Nuit,,7583,2,18-Feb-23,,
27-Sep-22,370J,864J,,Jour,,,7,28-Sep-22,,
27-Sep-22,227N,436N,,Nuit,,,2,28-Sep-22,,
27-Sep-22,227N,1216N,,Nuit,,,4,28-Sep-22,,
27-Sep-22,227N,376N,,Nuit,,,5,28-Sep-22,,
27-Sep-22,207N,458N,,Nuit,,,1,28-Sep-22,,
27-Sep-22,207N,278N,,Nuit,,,3,28-Sep-22,,
27-Sep-22,270N,5671,,Nuit,,922760353,1,28-Sep-22,,
27-Sep-22,267N,790N,,Nuit,,922760353,2,28-Sep-22,,
27-Sep-22,267N,8746,,Nuit,,922760353,5,28-Sep-22,,
27-Sep-22,267N,922761690,,Nuit,,922760353,6,28-Sep-22,,
27-Sep-22,267N,9490,,Nuit,,922760353,7,28-Sep-22,,
27-Sep-22,520N,2067N,,Nuit,,922760353,4,28-Sep-22,,
17-Aug-22,4445,9576,,Nuit,,,4,28-Sep-22,,
27-Sep-22,755J,922760183,,Jour,,1088J,2,,,
28-Aug-22,4710,922761080,,Nuit,,545N,2,01-Nov-22,,
28-Aug-22,4036,9000,,Nuit,,545N,1,01-Nov-22,,
28-Aug-22,170N,4730,,Nuit,,545N,3,01-Nov-22,,
28-Aug-22,4037,922761761,,Jour,,545N,7,01-Nov-22,,
28-Aug-22,691J,1079J,,Jour,,545N,6,01-Nov-22,,
27-Sep-22,5028,4992,,Nuit,,4703,7,05-Dec-22,,
23-Sep-22,4164,922762093,,Jour,,,3,28-Sep-22,,
23-Sep-22,4518,922762091,,Jour,,922760722,1,,,
28-Sep-22,3391,1877J,,Jour,,,6,,,
23-Sep-22,3633,922762087,,Jour,,,7,14-Feb-23,,
23-Sep-22,3935,922762088,,Jour,,922762083,7,06-Dec-22,,
23-Sep-22,367J,922762086,,Jour,,,,05-Dec-22,,
21-Sep-22,3066,201327592,,Nuit,,922762090,3,15-Dec-22,,
22-Sep-22,3065,201327698,,Jour,,922762090,5,15-Dec-22,,
22-Sep-22,3076,922760367,,Jour,,922762090,6,15-Dec-22,,
22-Sep-22,826N,6194,,Nuit,,922762090,1,07-Oct-22,,
